,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Mike Tolbert,Min,0,0,0,0,0,0,26.0,RB,0,2,58,9,0,12,1,35,1,2011,0
1,1,0,0,Ray Rice,Steelers,0,0,0,0,0,0,26.0,RB,0,1,42,4,0,19,1,107,1,2011,0
2,2,0,0,LeSean McCoy,Rams,0,0,0,0,0,0,25.0,RB,0,1,15,2,0,15,1,122,1,2011,1
3,3,0,0,Matt Forte,Falcons,0,0,0,0,0,0,21.0,RB,0,1,90,5,0,16,0,68,1,2011,0
4,4,0,0,Cedric Benson,Browns,0,0,0,0,0,0,18.0,RB,0,0,2,1,0,25,1,121,1,2011,1
5,5,0,0,Beanie Wells,Panthers,0,0,0,0,0,0,16.0,RB,0,0,12,4,0,18,1,90,1,2011,0
6,6,0,1,Ben Tate,Colts,0,0,0,0,0,0,16.0,RB,0,0,0,0,0,24,1,116,1,2011,0
7,7,0,0,Darren McFadden,Broncos,0,0,0,0,0,0,15.0,RB,0,0,6,1,0,22,0,150,1,2011,1
8,8,0,0,Maurice Jones-Drew,Titans,0,0,0,0,0,0,15.0,RB,0,0,0,0,0,24,1,97,1,2011,0
9,9,0,0,Tim Hightower,Giants,0,0,0,0,0,0,15.0,RB,0,0,25,3,0,25,1,72,1,2011,0
10,10,0,0,Reggie Bush,Patriots,0,0,0,0,0,0,14.0,RB,0,1,56,9,0,11,0,38,1,2011,0
11,11,0,0,Carnell Williams,Eagles,0,0,0,0,0,0,13.0,RB,0,0,49,5,0,19,0,91,1,2011,0
12,12,0,1,Michael Turner,Bears,0,0,0,0,0,0,13.0,RB,0,0,40,3,0,10,0,100,1,2011,1
13,13,0,0,James Starks,Saints,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,12,1,57,1,2011,0
14,14,0,0,Ryan Mathews,Min,0,0,0,0,0,0,11.0,RB,0,0,73,3,0,12,0,45,1,2011,0
15,15,0,1,Felix Jones,Jets,0,0,0,0,0,0,11.0,RB,0,0,22,3,0,17,1,44,1,2011,1
16,16,0,0,Steven Jackson,Eagles,0,0,0,0,0,0,11.0,RB,0,0,0,0,0,2,1,56,1,2011,0
17,17,0,0,Fred Jackson,Chiefs,0,0,0,0,0,0,11.0,RB,0,0,5,1,0,20,0,112,1,2011,1
18,18,0,0,Ahmad Bradshaw,Redskins,0,0,0,0,0,0,11.0,RB,0,0,10,1,0,13,1,44,1,2011,1
19,19,0,0,Jahvid Best,Buccaneers,0,0,0,0,0,0,11.0,RB,0,0,42,4,0,21,0,72,1,2011,1
20,20,0,1,Jamaal Charles,Bills,0,0,0,0,0,0,10.0,RB,0,1,9,5,0,10,0,56,1,2011,0
21,21,0,0,Derrick Ward,Colts,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,11,1,39,1,2011,0
22,22,0,0,Adrian Peterson,Chargers,0,0,0,0,0,0,9.0,RB,0,0,6,2,0,16,0,98,1,2011,1
23,23,0,0,BenJarvus Green-Ellis,Dolphins,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,7,1,34,1,2011,1
24,24,0,0,LaDainian Tomlinson,Cowboys,0,0,0,0,0,0,8.0,RB,0,0,73,6,0,5,0,16,1,2011,0
25,25,0,0,Peyton Hillis,Bengals,0,0,0,0,0,0,8.0,RB,0,0,30,6,0,17,0,57,1,2011,0
26,26,0,0,Darren Sproles,Packers,0,0,0,0,0,0,7.0,RB,0,0,75,7,0,2,0,7,1,2011,1
27,27,0,0,C.J. Spiller,Chiefs,0,0,0,0,0,0,7.0,RB,0,0,5,1,0,5,1,16,1,2011,1
28,28,0,0,Danny Woodhead,Dolphins,0,0,0,0,0,0,6.0,RB,0,0,6,1,0,14,0,69,1,2011,1
29,29,0,0,Ricky Williams,Steelers,0,0,0,0,0,0,6.0,RB,0,0,4,1,0,12,0,63,1,2011,0
30,30,0,0,Pierre Thomas,Packers,0,0,0,0,0,0,6.0,RB,0,0,37,4,0,5,0,31,1,2011,1
31,31,0,0,John Kuhn,Saints,0,0,0,0,0,0,6.0,RB,0,0,7,2,0,2,1,5,1,2011,0
32,32,0,0,Deji Karim,Titans,0,0,0,0,0,0,6.0,RB,0,0,39,3,0,14,0,33,1,2011,0
33,33,0,0,Earnest Graham,Lions,0,0,0,0,0,0,6.0,RB,0,0,58,8,0,6,0,13,1,2011,0
34,34,0,0,Frank Gore,Seahawks,0,0,0,0,0,0,6.0,RB,0,0,19,3,0,22,0,59,1,2011,0
35,35,0,0,Lance Ball,Raiders,0,0,0,0,0,0,6.0,RB,0,1,9,1,0,0,0,0,1,2011,0
36,36,0,1,Dexter McCluster,Bills,0,0,0,0,0,0,5.0,RB,0,0,25,5,0,4,0,42,1,2011,0
37,37,0,0,Jason Snelling,Bears,0,0,0,0,0,0,4.0,RB,0,0,32,5,0,2,0,10,1,2011,1
38,38,0,1,Knowshon Moreno,Raiders,0,0,0,0,0,0,4.0,RB,0,0,35,2,0,8,0,22,1,2011,0
39,39,0,0,Marshawn Lynch,49ers,0,0,0,0,0,0,4.0,RB,0,0,14,2,0,13,0,33,1,2011,1
40,40,0,0,Chris Johnson,Jaguars,0,0,0,0,0,0,4.0,RB,0,0,25,6,0,9,0,24,1,2011,1
41,41,0,0,Mark Ingram,Packers,0,0,0,0,0,0,4.0,RB,0,0,0,0,0,13,0,40,1,2011,1
42,42,0,0,Ryan Grant,Saints,0,0,0,0,0,0,4.0,RB,0,0,5,1,0,9,0,40,1,2011,0
43,43,0,0,Joseph Addai,Texans,0,0,0,0,0,0,4.0,RB,0,0,13,2,0,8,0,39,1,2011,1
44,44,0,0,DeAngelo Williams,Cardinals,0,0,0,0,0,0,3.0,RB,0,0,6,1,0,12,0,30,1,2011,1
45,45,0,0,Jonathan Stewart,Cardinals,0,0,0,0,0,0,3.0,RB,0,0,14,2,0,7,0,26,1,2011,1
46,46,0,0,Jacquizz Rodgers,Bears,0,0,0,0,0,0,3.0,RB,0,0,33,3,0,2,0,0,1,2011,1
47,47,0,1,Rashard Mendenhall,Ravens,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,12,0,45,1,2011,1
48,48,0,0,Willis McGahee,Raiders,0,0,0,0,0,0,3.0,RB,0,0,32,5,0,4,0,3,1,2011,0
49,49,0,0,Brian Leonard,Browns,0,0,0,0,0,0,3.0,RB,0,0,29,2,0,2,0,15,1,2011,1
50,50,0,0,Jamie Harper,Jaguars,0,0,0,0,0,0,3.0,RB,0,0,21,1,0,3,0,10,1,2011,1
51,51,0,0,Michael Bush,Broncos,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,9,0,30,1,2011,1
