Year,Week,Name,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Rush Attempts,Fumbles Lost,Pass Completions,Opponent,Position
2015,1,Heath Miller,0.0,0.0,0.0,262144.0,0.0,0.0,262144.0,0.0,351298031616.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patriots,TE
2015,1,Jared Cook,0.0,0.0,0.0,262144.0,0.0,0.0,15625.0,0.0,377149515625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seahawks,TE
2015,1,Jordan Cameron,0.0,0.0,0.0,117649.0,0.0,0.0,4096.0,0.0,151334226289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Redskins,TE
2015,1,Dwayne Allen,0.0,0.0,0.0,117649.0,0.0,0.0,729.0,0.0,24137569.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,1,Gavin Escobar,0.0,0.0,0.0,46656.0,0.0,0.0,64.0,0.0,262144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Giants,TE
2015,1,Scott Chandler,0.0,0.0,0.0,46656.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steelers,TE
2015,1,Kyle Rudolph,0.0,0.0,0.0,15625.0,0.0,0.0,15625.0,0.0,22164361129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49ers,TE
2015,1,Zach Ertz,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,9474296896.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Falcons,TE
2015,1,Vernon Davis,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,10779215329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,TE
2015,1,Charles Clay,0.0,0.0,0.0,4096.0,0.0,0.0,4096.0,0.0,6321363049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colts,TE
2015,1,Garrett Celek,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,4096000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,TE
2015,1,Richard Rodgers,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,387420489.0,0.0,0.0,0.0,1.0,0.0,1771561.0,1.0,0.0,0.0,Bears,TE
2015,1,Daniel Fells,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,1291467969.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cowboys,TE
2015,1,Gary Barnidge,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,3010936384.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jets,TE
2015,1,Crockett Gillmore,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,148035889.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Broncos,TE
2015,1,Coby Fleener,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,15625.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,1,Larry Donnell,0.0,0.0,0.0,64.0,0.0,0.0,729.0,0.0,85766121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cowboys,TE
2015,1,Maxx Williams,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11390625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Broncos,TE
2015,1,Benjamin Watson,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,47045881.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cardinals,TE
2015,1,Jacob Tamme,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,47045881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eagles,TE
2015,1,Greg Olsen,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1771561.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,1,Malcolm Johnson,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,7529536.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jets,TE
2015,1,Ryan Griffin,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34012224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,1,C.J. Fiedorowicz,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11390625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,1,Anthony Fasano,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34012224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Buccaneers,TE
2015,1,Jim Dray,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4826809.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jets,TE
2015,1,Clive Walford,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,1,Levine Toilolo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eagles,TE
2015,1,Mychal Rivera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,1,Vance McDonald,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,TE
2015,1,Jermaine Gresham,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saints,TE
2015,1,Rhett Ellison,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,729.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49ers,TE
2015,1,Ed Dickson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,531441.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,1,Owen Daniels,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,15625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ravens,TE
2015,1,Brent Celek,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46656.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Falcons,TE
2015,2,Crockett Gillmore,0.0,0.0,0.0,64000000.0,0.0,0.0,15625.0,0.0,464404086784.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Raiders,TE
2015,2,Rob Gronkowski,0.0,0.0,0.0,24137569.0,0.0,0.0,117649.0,0.0,2081951752609.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,2,Anthony Fasano,0.0,0.0,0.0,7529536.0,0.0,0.0,15625.0,0.0,351298031616.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Browns,TE
2015,2,Richard Rodgers,0.0,0.0,0.0,1000000.0,0.0,0.0,729.0,0.0,148035889.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seahawks,TE
2015,2,Tyler Eifert,0.0,0.0,0.0,1000000.0,0.0,0.0,4096.0,0.0,13841287201.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chargers,TE
2015,2,Eric Ebron,0.0,0.0,0.0,1000000.0,0.0,0.0,15625.0,0.0,6321363049.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Min,TE
2015,2,Kyle Rudolph,0.0,0.0,0.0,531441.0,0.0,0.0,15625.0,0.0,729000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lions,TE
2015,2,Heath Miller,0.0,0.0,0.0,531441.0,0.0,0.0,64.0,0.0,11390625.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49ers,TE
2015,2,Jordan Reed,0.0,0.0,0.0,262144.0,0.0,0.0,46656.0,0.0,304006671424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rams,TE
2015,2,Larry Donnell,0.0,0.0,0.0,262144.0,0.0,0.0,4096.0,0.0,481890304.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falcons,TE
2015,2,Jacob Tamme,0.0,0.0,0.0,117649.0,0.0,0.0,4096.0,0.0,208422380089.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Giants,TE
2015,2,Jake Stoneburner,0.0,0.0,0.0,117649.0,0.0,0.0,64.0,0.0,34012224.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,2,Greg Olsen,0.0,0.0,0.0,117649.0,0.0,0.0,46656.0,0.0,117649000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texans,TE
2015,2,Virgil Green,0.0,0.0,0.0,117649.0,0.0,0.0,64.0,0.0,2985984.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,2,Charles Clay,0.0,0.0,0.0,117649.0,0.0,0.0,729.0,0.0,47045881.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patriots,TE
2015,2,Garrett Graham,0.0,0.0,0.0,46656.0,0.0,0.0,1.0,0.0,117649.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Panthers,TE
2015,2,Vernon Davis,0.0,0.0,0.0,46656.0,0.0,0.0,15625.0,0.0,56800235584.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steelers,TE
2015,2,Jordan Cameron,0.0,0.0,0.0,46656.0,0.0,0.0,729.0,0.0,56800235584.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,2,Jason Witten,0.0,0.0,0.0,15625.0,0.0,0.0,117649.0,0.0,30840979456.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eagles,TE
2015,2,James O'Shaughnessy,0.0,0.0,0.0,15625.0,0.0,0.0,64.0,0.0,24794911296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broncos,TE
2015,2,Travis Kelce,0.0,0.0,0.0,15625.0,0.0,0.0,4096.0,0.0,38068692544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broncos,TE
2015,2,Ladarius Green,0.0,0.0,0.0,4096.0,0.0,0.0,15625.0,0.0,10779215329.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,2,Jared Cook,0.0,0.0,0.0,4096.0,0.0,0.0,15625.0,0.0,10779215329.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Redskins,TE
2015,2,Chase Coffman,0.0,0.0,0.0,4096.0,0.0,0.0,4096.0,0.0,5489031744.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Browns,TE
2015,2,Martellus Bennett,0.0,0.0,0.0,4096.0,0.0,0.0,4096.0,0.0,12230590464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardinals,TE
2015,2,Luke Willson,0.0,0.0,0.0,729.0,0.0,0.0,64.0,0.0,2176782336.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Packers,TE
2015,2,Austin Seferian-Jenkins,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,594823321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Saints,TE
2015,2,Scott Chandler,0.0,0.0,0.0,64.0,0.0,0.0,729.0,0.0,148035889.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,2,Michael Williams,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11390625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,2,Benjamin Watson,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,2985984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buccaneers,TE
2015,2,Craig Stevens,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4826809.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Browns,TE
2015,2,Mychal Rivera,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,11390625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ravens,TE
2015,2,Zach Miller,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,7529536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardinals,TE
2015,2,Lance Kendricks,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11390625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Redskins,TE
2015,2,Jimmy Graham,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1771561.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Packers,TE
2015,2,C.J. Fiedorowicz,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47045881.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Panthers,TE
2015,2,Zach Ertz,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,24137569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cowboys,TE
2015,2,Owen Daniels,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,47045881.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,2,Garrett Celek,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,1000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steelers,TE
2015,2,Blake Bell,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1771561.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steelers,TE
2015,2,Gary Barnidge,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24137569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Titans,TE
2015,2,Maxx Williams,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Raiders,TE
2015,2,Clive Walford,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ravens,TE
2015,2,Geoff Swaim,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eagles,TE
2015,2,Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ravens,TE
2015,2,Matthew Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patriots,TE
2015,2,Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buccaneers,TE
2015,2,Jermaine Gresham,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bears,TE
2015,2,Gavin Escobar,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,16777216.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Eagles,TE
2015,2,Jerome Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falcons,TE
2015,3,Greg Olsen,0.0,0.0,0.0,244140625.0,0.0,0.0,262144.0,0.0,5789336458816.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saints,TE
2015,3,Gary Barnidge,0.0,0.0,0.0,16777216.0,0.0,0.0,46656.0,0.0,1340095640625.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raiders,TE
2015,3,Jimmy Graham,0.0,0.0,0.0,7529536.0,0.0,0.0,117649.0,0.0,326940373369.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bears,TE
2015,3,Charles Clay,0.0,0.0,0.0,7529536.0,0.0,0.0,15625.0,0.0,304006671424.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dolphins,TE
2015,3,Travis Kelce,0.0,0.0,0.0,1000000.0,0.0,0.0,46656.0,0.0,262144000000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Packers,TE
2015,3,Clay Harbor,0.0,0.0,0.0,1000000.0,0.0,0.0,729.0,0.0,6321363049.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patriots,TE
2015,3,Rob Gronkowski,0.0,0.0,0.0,1000000.0,0.0,0.0,4096.0,0.0,1061520150601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,3,Jordan Reed,0.0,0.0,0.0,531441.0,0.0,0.0,46656.0,0.0,782757789696.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Giants,TE
2015,3,Owen Daniels,0.0,0.0,0.0,262144.0,0.0,0.0,15625.0,0.0,481890304.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lions,TE
2015,3,Jason Witten,0.0,0.0,0.0,46656.0,0.0,0.0,46656.0,0.0,75418890625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falcons,TE
2015,3,Delanie Walker,0.0,0.0,0.0,46656.0,0.0,0.0,117649.0,0.0,98867482624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colts,TE
2015,3,Eric Ebron,0.0,0.0,0.0,46656.0,0.0,0.0,4096.0,0.0,51520374361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broncos,TE
2015,3,Coby Fleener,0.0,0.0,0.0,15625.0,0.0,0.0,4096.0,0.0,17596287801.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Titans,TE
2015,3,Maxx Williams,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,7256313856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,3,Crockett Gillmore,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,4096000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,3,Benjamin Watson,0.0,0.0,0.0,729.0,0.0,0.0,4096.0,0.0,5489031744.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Panthers,TE
2015,3,John Phillips,0.0,0.0,0.0,729.0,0.0,0.0,4096.0,0.0,1838265625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Min,TE
2015,3,Jermaine Gresham,0.0,0.0,0.0,729.0,0.0,0.0,64.0,0.0,1544804416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49ers,TE
2015,3,Zach Ertz,0.0,0.0,0.0,729.0,0.0,0.0,64.0,0.0,729000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jets,TE
2015,3,Jack Doyle,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,1073741824.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Titans,TE
2015,3,Larry Donnell,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,1073741824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redskins,TE
2015,3,Levine Toilolo,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,46656.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Cowboys,TE
2015,3,Craig Stevens,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,594823321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colts,TE
2015,3,Zach Miller,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,85766121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Seahawks,TE
2015,3,Virgil Green,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,308915776.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lions,TE
2015,3,Daniel Fells,0.0,0.0,0.0,64.0,0.0,0.0,729.0,0.0,387420489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redskins,TE
2015,3,Anthony Fasano,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,308915776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colts,TE
2015,3,Scott Chandler,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,244140625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaguars,TE
2015,3,Garrett Celek,0.0,0.0,0.0,64.0,0.0,0.0,729.0,0.0,594823321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cardinals,TE
2015,3,Jake Stoneburner,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4826809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,3,Kyle Rudolph,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,7529536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chargers,TE
2015,3,Richard Rodgers,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,11390625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,3,Andrew Quarless,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,7529536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs,TE
2015,3,Brandon Myers,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,34012224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Texans,TE
2015,3,Heath Miller,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,24137569.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Rams,TE
2015,3,Lance Kendricks,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,2985984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steelers,TE
2015,3,Josh Hill,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Panthers,TE
2015,3,Darren Fells,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4826809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49ers,TE
2015,3,Ed Dickson,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,47045881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saints,TE
2015,3,Jordan Cameron,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,16777216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bills,TE
2015,3,Nick Boyle,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,47045881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengals,TE
2015,3,Martellus Bennett,0.0,0.0,0.0,1.0,0.0,0.0,4096.0,0.0,11390625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Seahawks,TE
2015,3,Jacob Tamme,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cowboys,TE
2015,3,Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,262144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Browns,TE
