,Fumble TD,Receiving 2PT,Year,Points,Rush TD,Pass Yards,Receptions,Rush Yards,Week,Fumbles Lost,Receiving TD,Pass Completions,Pass 2PT,Pass Attempts,Pass Interceptions,Away Games,Pass TD,Rush 2PT,Rush Attempts,Receiving Yards,Name,Opponent,Position
2819,0.0,0.0,2010,41.0,3.0,0.0,1.0,231.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,Arian Foster,Colts,RB
2820,0.0,0.0,2010,31.0,0.0,0.0,7.0,50.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,151.0,Matt Forte,Lions,RB
2821,0.0,0.0,2010,26.0,2.0,0.0,4.0,142.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,Chris Johnson,Raiders,RB
2822,0.0,0.0,2010,20.0,0.0,0.0,6.0,95.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,55.0,Darren McFadden,Titans,RB
2823,0.0,0.0,2010,19.0,1.0,0.0,2.0,120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,Rashard Mendenhall,Falcons,RB
2824,0.0,0.0,2010,15.0,1.0,0.0,1.0,92.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,Jamaal Charles,Chargers,RB
2825,0.0,0.0,2010,15.0,2.0,0.0,5.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,16.0,Jahvid Best,Bears,RB
2826,0.0,0.0,2010,14.0,1.0,0.0,3.0,71.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,Pierre Thomas,Min,RB
2827,0.0,0.0,2010,14.0,1.0,0.0,2.0,65.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,20.0,Ronnie Brown,Bills,RB
2828,0.0,0.0,2010,13.0,1.0,0.0,5.0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,47.0,LeSean McCoy,Packers,RB
2829,0.0,0.0,2010,13.0,1.0,0.0,4.0,54.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,40.0,Tim Hightower,Rams,RB
2830,0.0,0.0,2010,13.0,1.0,0.0,2.0,76.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,Ahmad Bradshaw,Panthers,RB
2831,0.0,0.0,2010,12.0,1.0,0.0,1.0,60.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4.0,Knowshon Moreno,Jaguars,RB
2832,0.0,0.0,2010,11.0,1.0,0.0,4.0,41.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,24.0,Peyton Hillis,Buccaneers,RB
2833,0.0,0.0,2010,10.0,0.0,0.0,3.0,98.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,Maurice Jones-Drew,Broncos,RB
2834,0.0,0.0,2010,10.0,1.0,0.0,1.0,43.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,Cedric Benson,Patriots,RB
2835,0.0,0.0,2010,9.0,0.0,0.0,2.0,75.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,Carnell Williams,Browns,RB
2836,0.0,0.0,2010,9.0,1.0,0.0,0.0,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Javon Ringer,Raiders,RB
2837,0.0,0.0,2010,9.0,0.0,0.0,3.0,87.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,14.0,Adrian Peterson,Saints,RB
2838,0.0,0.0,2010,8.0,0.0,0.0,4.0,81.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,Steven Jackson,Cardinals,RB
2839,0.0,0.0,2010,7.0,0.0,0.0,2.0,62.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,LaDainian Tomlinson,Ravens,RB
2840,0.0,0.0,2010,7.0,0.0,0.0,2.0,71.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,Fred Taylor,Bengals,RB
2841,0.0,0.0,2010,7.0,1.0,0.0,0.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,John Kuhn,Eagles,RB
2842,0.0,0.0,2010,7.0,0.0,0.0,2.0,63.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,Brandon Jackson,Eagles,RB
2843,0.0,0.0,2010,7.0,0.0,0.0,6.0,38.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,45.0,Frank Gore,Seahawks,RB
2844,0.0,0.0,2010,6.0,0.0,0.0,0.0,62.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,Ricky Williams,Bills,RB
2845,0.0,0.0,2010,6.0,0.0,0.0,0.0,62.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,DeAngelo Williams,Giants,RB
2846,0.0,0.0,2010,6.0,0.0,0.0,3.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,Chester Taylor,Lions,RB
2847,0.0,0.0,2010,6.0,0.0,0.0,1.0,63.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,Clinton Portis,Cowboys,RB
2848,0.0,0.0,2010,6.0,0.0,0.0,1.0,78.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0,Ryan Mathews,Chiefs,RB
2849,0.0,0.0,2010,6.0,0.0,0.0,2.0,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,Brandon Jacobs,Panthers,RB
2850,0.0,0.0,2010,6.0,0.0,0.0,4.0,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,Kevin Faulk,Bengals,RB
2851,0.0,0.0,2010,6.0,0.0,0.0,6.0,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,29.0,Joseph Addai,Texans,RB
2852,0.0,0.0,2010,5.0,0.0,0.0,3.0,49.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,16.0,LaRod Stephens-Howling,Rams,RB
2853,0.0,0.0,2010,5.0,0.0,0.0,2.0,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,19.0,Ray Rice,Jets,RB
2854,0.0,0.0,2010,5.0,1.0,0.0,1.0,-2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,-6.0,Willis McGahee,Jets,RB
2855,0.0,0.0,2010,5.0,0.0,0.0,2.0,38.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,26.0,Felix Jones,Redskins,RB
2856,0.0,0.0,2010,5.0,0.0,0.0,1.0,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,Jerome Harrison,Buccaneers,RB
2857,0.0,0.0,2010,5.0,0.0,0.0,3.0,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,Justin Forsett,49ers,RB
2858,0.0,0.0,2010,4.0,0.0,0.0,1.0,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,Michael Turner,Steelers,RB
2859,0.0,0.0,2010,4.0,0.0,0.0,3.0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,15.0,Bernard Scott,Patriots,RB
2860,0.0,0.0,2010,4.0,0.0,0.0,0.0,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,Ryan Grant,Eagles,RB
2861,0.0,0.0,2010,4.0,0.0,0.0,5.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,Reggie Bush,Min,RB
2862,0.0,0.0,2010,3.0,0.0,0.0,0.0,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,Thomas Jones,Chargers,RB
2863,0.0,0.0,2010,3.0,0.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,Mike Goodson,Giants,RB
2864,0.0,0.0,2010,3.0,0.0,0.0,2.0,39.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,Marion Barber,Redskins,RB
2865,0.0,0.0,2010,2.0,0.0,0.0,0.0,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,Mike Tolbert,Chiefs,RB
2866,0.0,0.0,2010,2.0,0.0,0.0,0.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Steve Slaton,Colts,RB
2867,0.0,0.0,2010,2.0,0.0,0.0,1.0,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,Rashad Jennings,Broncos,RB
2868,0.0,0.0,2010,2.0,0.0,0.0,0.0,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,BenJarvus Green-Ellis,Bengals,RB
2869,0.0,0.0,2010,1.0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,Albert Young,Saints,RB
2870,0.0,0.0,2010,1.0,0.0,0.0,0.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Leon Washington,49ers,RB
2871,0.0,0.0,2010,1.0,0.0,0.0,0.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,Jonathan Stewart,Giants,RB
2872,0.0,0.0,2010,1.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Michael Robinson,49ers,RB
2873,0.0,0.0,2010,1.0,0.0,0.0,0.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Isaac Redman,Falcons,RB
2874,0.0,0.0,2010,1.0,0.0,0.0,2.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,Lousaka Polite,Bills,RB
2875,0.0,0.0,2010,1.0,0.0,0.0,2.0,-3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,Maurice Morris,Bears,RB
2876,0.0,0.0,2010,1.0,0.0,0.0,0.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Marshawn Lynch,Dolphins,RB
2877,0.0,0.0,2010,1.0,0.0,0.0,0.0,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Julius Jones,49ers,RB
2878,0.0,0.0,2010,1.0,0.0,0.0,2.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Fred Jackson,Dolphins,RB
2879,0.0,0.0,2010,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,Rock Cartwright,Titans,RB
2880,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leonard Weaver,Packers,RB
2881,0.0,0.0,2010,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,Darren Sproles,Chiefs,RB
2882,0.0,0.0,2010,0.0,0.0,0.0,4.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,C.J. Spiller,Dolphins,RB
2883,0.0,0.0,2010,0.0,0.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,Jason Snelling,Steelers,RB
2884,0.0,0.0,2010,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Mike Sellers,Cowboys,RB
2885,0.0,0.0,2010,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Tony Richardson,Ravens,RB
2886,0.0,0.0,2010,0.0,0.0,0.0,1.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,Jerious Norwood,Steelers,RB
2887,0.0,0.0,2010,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Moran Norris,Seahawks,RB
2888,0.0,0.0,2010,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sammy Morris,Bengals,RB
2889,0.0,0.0,2010,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Mewelde Moore,Falcons,RB
2890,0.0,0.0,2010,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Dexter McCluster,Chargers,RB
2891,0.0,0.0,2010,0.0,0.0,0.0,1.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,Le'Ron McClain,Jets,RB
2892,0.0,0.0,2010,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Mike Karney,Cardinals,RB
2893,0.0,0.0,2010,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Greg Jones,Broncos,RB
2894,0.0,0.0,2010,0.0,0.0,0.0,0.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Larry Johnson,Cowboys,RB
2895,0.0,0.0,2010,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,Jacob Hester,Chiefs,RB
2896,0.0,0.0,2010,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Ahmard Hall,Raiders,RB
2897,0.0,0.0,2010,0.0,0.0,0.0,0.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Chris Gronkowski,Redskins,RB
