,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
0,0,1,3,3,John Kasay,Giants,12.0,K,1,1,1,2010,1
1,1,1,5,3,Jeff Reed,Falcons,11.0,K,1,0,0,2010,0
2,2,1,2,2,Mason Crosby,Eagles,11.0,K,1,3,3,2010,1
3,3,0,2,2,Neil Rackers,Colts,10.0,K,1,4,4,2010,0
4,4,0,3,3,Nick Folk,Ravens,9.0,K,1,0,0,2010,0
5,5,0,4,3,Matt Bryant,Steelers,9.0,K,1,0,0,2010,1
6,6,1,1,1,Mike Nugent,Patriots,8.0,K,1,3,3,2010,1
7,7,0,3,1,Stephen Gostkowski,Bengals,8.0,K,1,5,5,2010,0
8,8,0,1,1,Rob Bironas,Raiders,8.0,K,1,5,5,2010,0
9,9,0,2,2,David Akers,Packers,8.0,K,1,2,2,2010,0
10,10,0,1,1,Lawrence Tynes,Panthers,7.0,K,1,4,4,2010,0
11,11,1,1,1,Matt Prater,Jaguars,7.0,K,1,2,2,2010,1
12,12,0,1,1,Olindo Mare,49ers,7.0,K,1,4,4,2010,0
13,13,0,3,2,Sebastian Janikowski,Titans,7.0,K,1,1,1,2010,1
14,14,0,2,2,Robbie Gould,Lions,7.0,K,1,1,1,2010,0
15,15,0,2,2,Graham Gano,Cowboys,7.0,K,1,1,1,2010,0
16,16,0,3,2,Dan Carpenter,Bills,7.0,K,1,1,1,2010,1
17,17,0,3,2,Josh Brown,Cardinals,7.0,K,1,1,1,2010,0
18,18,0,1,1,Adam Vinatieri,Texans,6.0,K,1,3,3,2010,1
19,19,0,1,1,Josh Scobee,Broncos,6.0,K,1,3,3,2010,0
20,20,0,2,2,Joe Nedney,Seahawks,6.0,K,1,0,0,2010,1
21,21,1,2,1,Rian Lindell,Dolphins,6.0,K,1,1,1,2010,0
22,22,0,1,1,Jay Feely,Rams,5.0,K,1,2,2,2010,1
23,23,0,1,1,Connor Barth,Browns,5.0,K,1,2,2,2010,0
24,24,0,1,1,Billy Cundiff,Jets,4.0,K,1,1,1,2010,1
25,25,0,0,0,Ryan Succop,Chargers,3.0,K,1,3,3,2010,0
26,26,0,1,1,Ryan Longwell,Saints,3.0,K,1,1,0,2010,1
27,27,0,0,0,Nate Kaeding,Chiefs,2.0,K,1,2,2,2010,1
28,28,0,2,0,Garrett Hartley,Min,2.0,K,1,2,2,2010,0
29,29,0,0,0,Jason Hanson,Bears,2.0,K,1,2,2,2010,1
30,30,0,1,0,Phil Dawson,Buccaneers,2.0,K,1,2,2,2010,1
31,31,0,1,0,David Buehler,Redskins,1.0,K,1,1,1,2010,1
32,32,0,0,0,Brian Moorman,Dolphins,0.0,K,1,0,0,2010,0
33,33,0,0,0,Josh Bidwell,Cowboys,0.0,K,1,0,0,2010,0
34,34,0,0,0,Jason Baker,Giants,0.0,K,1,0,0,2010,1
35,35,0,5,5,Mike Nugent,Ravens,15.0,K,2,0,0,2010,0
36,36,0,4,4,Jeff Reed,Titans,13.0,K,2,1,1,2010,1
37,37,0,4,3,Neil Rackers,Redskins,12.0,K,2,3,3,2010,1
38,38,0,3,3,Garrett Hartley,49ers,11.0,K,2,2,2,2010,1
39,39,0,2,2,Matt Bryant,Cardinals,11.0,K,2,5,5,2010,0
